950106013-044	19	23	しかし、並立制が連立政権を求めている	かというと	、そうではない。	1=>W:話題,0=>その他
950106007-015	31	33	同署は、この契約をめぐって川崎さんと同容疑者の間で代金の返却	に関し	トラブルになったとみている。	1=>D:対象,2=>P:対象,0=>その他
950106191-008	12	14	チェチェンへの軍事介入	に関し	ては、これに批判的な共産党とは距離を置き、憲法秩序回復の必要性を主張、エリツィン大統領の立場を支持していた。	1=>D:対象,0=>その他
950106003-003	58	60	欧州各国では、ロシアが加盟する全欧安保協力機構の圧力を通じ紛争の平和解決を求める声が強まっていたが、チェチェン紛争	に関し	ＥＵがロシアに抗議の姿勢を示したのは初めて。	1=>D:対象,2=>P:対象,0=>その他
950106191-008	12	15	チェチェンへの軍事介入	に関して	は、これに批判的な共産党とは距離を置き、憲法秩序回復の必要性を主張、エリツィン大統領の立場を支持していた。	1=>N:対象,2=>P:対象,0=>その他
950106191-007	17	20	九四年に大統領令でチェチェン問題	に関する	人権監視委員会の委員長に任命された。	1=>D:対象,2=>P:対象,0=>その他
950106061-002	11	14	同戦略は、原理主義者	に関する	情報交換、治安対策の協力――などが骨子。	1=>D:対象,2=>P:対象,0=>その他
950106022-002	27	30	韓国のハンギョレ新聞は、六日付早版で、米国が、核問題	に関する	ジュネーブでの米朝米朝包括合意により、今月十六日から朝鮮民主主義人民共和国に対して実施していた制裁措置を解除する方針だ、と報じた。	1=>D:対象,2=>P:対象,0=>その他
950106081-002	14	17	同団体は「アトピー性皮膚炎	に関する	情報は多いが、治療における薬局の役割や環境問題の一つととらえる視点にたつ情報誌がいま求められている」と創刊理由を説明している。	1=>D:対象,2=>P:対象,0=>その他
950106157-015	9	11	福岡市が現業部門	に限り	外国籍の採用を認めたのは八八年で、男性の就職時は一切門戸が開かれていなかった。	1=>T:限定,0=>その他
950405043-002	48	49	十三都道府県知事選と四十四十三道府県議道府県議選、十政令市議選、札幌市長選が一緒に戦われている	のだ	から、列島は選挙一色のはずだ。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106125-002	67	68	洗剤のＣＭではちょっと軟弱な姿を見せているけれど、映画デビュー作では得意の語学力を生かした日系人役を演じた経歴を持つなど、器用な人な	のだ	。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950401040-023	12	13	相手が交渉を求めていた	のだ	からこそ「戦後の償い」を正常化交渉の議題にさせない駆け引きを、十分展開できたはずであった。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106211-040	29	30	大学を「卒業」するとは、それほど大変で、重みのあることな	のだ	。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106099-015	39	40	師匠に運動不足を指摘され、１日どれくらい歩いているのか調べよう調べようとした	のだ	が、師匠は「歩数計を着けるような力士はウチにはいない。そんな恥ずかしいこと書かないでくれ」と顔をしかめた。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106077-004	38	39	これを受ける形で、総選挙の時期については「懸案の政治改革関連法がまとまった	のだ	から、世に信を問うことが必要」、「おぜん立ては整った」、「早い方が良い」と三首脳が早期解散論に傾いたのに対し、自民党支持の商工団体を抱える日本商工会議所の稲葉興作会頭は「課題を片付けるために、一年ぐらい先がメド」と一線を画した。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106013-013	23	24	自民党は野党を経験し、社会党は政権に参画した	のだ	から。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106169-003	45	46	亀井運輸相は記者会見でも「あの人は自民党を切り売りしようしようとした人だから発言権はない	のだ	けれど……」と、付け加える念の入れようだった。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950405043-013	34	37	「観客」は地方政治の大変動をこのまま黙って眺めていよういようという	のだろう	だろうか。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950401040-019	35	38	外交ゲームの「達人」の北朝鮮相手の交渉は、与党代表団には荷が重すぎた	のだろう	だろうか。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106211-015	31	34	ほかの人はどんなテーマでどのような内容のものを書き上げている	のだろう	だろう。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950401039-006	40	43	おそらく、首相は中間報告以後の積み上げを評価して「充実した」との感想をもらした	のだろう	だろうが、そんな目線の低さでは困る。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106013-042	20	21	今は、過渡的に連立政権が評価されている	ので	はなく、連立そのものに価値が求められている。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950404053-021	35	36	日本の国益ではなく、世界のための中立、公正な政策提言を求め、公表する	ので	ある。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950404053-026	43	44	通貨における国際協調で重要なのは、協調が他国の犠牲を強制して、一部の国が利益を受ける	ので	はなく、全参加国の利益につながるシステムの創設であろうあろう。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106128-015	28	29	中沢さんの兄孝次さんは「東京と静岡で離れて暮らしている	ので	、家には年に一度ぐらいしか帰ってこなかった。家族にはほとんど山のことを話さず、正月に山に登るとは聞いていなかった」と無念さを隠せない表情だった。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950405043-012	53	54	にもかかわらず、例えば東京では「投票に必ず行く」という人が五九％で前回知事選より一〇ポイントも減っている	ので	ある。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950405043-021	25	26	夜十時まで投票可能な英国、イタリア、義務投票制な	ので	その制裁として投票しない人に罰金を科すオーストリア、オーストラリア、ベルギーなど各国も投票率アップに懸命のようだ。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106158-002	11	12	患者は「仕事で必要な	ので	支払ったが、どう考えても納得いかない」と怒り、病院側も内部調査を始めた。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106158-011	47	48	取材に対し、同病院の事務長は「携帯電話のことは記録になく、九月に辞任した前任者が管理していた	ので	分からないが、特別な介護の必要な病気ではないし……。なぜこんなに多額の室料室料差額になったのか分からない」と困惑、調査したいとしている。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950405043-009	35	36	ところが、今や「観客」にとって選挙よりももっと関心を引く事象ばかりな	ので	、選挙そのものが「観客」の視野に入らないのが実情だろうだろう。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950401040-022	36	37	外務当局の接触で正常化交渉再開に取り組める見通しは、すでに芽生えていた	ので	ある。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106178-010	13	14	人の話し声がとても小さい	ので	、雨の音と玉砂利の上を歩くザクッ、ザクッという音だけが響き、何ともいえず神妙な気分になる。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106214-026	30	31	私は生まれて初めて、男が傷つくってこんな時かな、と実感した	ので	ある。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950401040-016	45	46	とすれば、今回の四党合意は正常化交渉の障害を取り除くよりは、一層足かせを増やしてしまった	ので	はないかと懸念される。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106098-013	25	26	準決勝が行われる国立競技場は「特別な雰囲気がある	ので	」と布監督は慎重だが、６年ぶりの決勝進出に確かな手応えを感じた様子だった。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106187-012	31	32	エリツィン大統領は年末のテレビ演説で「イスラムを敵視している	ので	はない」と強調したが、五日にはトルコ・イスタンブールのロシア領事館に火炎瓶が投げ込まれたほか、ヨルダンやパキスタン、アフガニスタンでも抗議の声が強まっている。	1=>Q:理由,2=>M:理由,3=>M:推量,0=>その他
950106158-013	73	74	「取引先の信用を保つために、入院中も仕事をしなければならなかった」と話し、提示された料金を支払ったものの、「入院中の通話料でも一万円ぐらいだった	のに	」と怒りは収まらない。	1=>Q:想外,2=>M:想外,0=>その他
950106174-004	46	47	伊東氏は六日午前、地元の札幌市で「離党は知事選出馬を前向きに検討するため。前向きに検討する	のに	党籍があってはいけないと前から思っていた」と述べた。	1=>M:想外,2=>Q:目的,3=>Q:想外,0=>その他
950106128-014	57	58	松井さんの弟康浩さんは「目の前に頂上が見えても危険を感じれば引き返すのが山のプロの心構え、と日ごろから話していた	のに	こんなことになるなんて」と最初はしっかりとした口調だったが、やがて涙が言葉を詰まらせた。	1=>Q:想外,2=>M:想外,0=>その他
950404054-021	29	30	社会主義政権崩壊後の内戦による死者は三万人を超えるという	のに	、市民を巻き込んだ戦闘はいつ果てるともしれしれない状況だ。	1=>M:想外,2=>Q:目的,3=>Q:想外,0=>その他
950106211-038	57	58	このように、ユニークなテーマを選んだ三人だが、それゆえに、参考文献が少ないなど、研究論文として学術的に結論づける	のに	かなり苦労したようだ。	1=>M:想外,2=>Q:目的,3=>Q:想外,0=>その他
950405043-019	49	50	妙に聞こえるかもしれないが、投票率が低くなればなるほど、少人数の意向で政治の方向が決まってしまう	のに	似ている。	1=>M:想外,2=>Q:目的,3=>Q:想外,0=>その他
950106160-011	11	12	ＣＤのＤは盤のことな	のに	。	1=>M:想外,2=>Q:想外,0=>その他
950106077-004	90	91	これを受ける形で、総選挙の時期については「懸案の政治改革関連法がまとまったのだから、世に信を問うことが必要」、「おぜん立ては整った」、「早い方が良い」と三首脳が早期解散論に傾いた	のに	対し、自民党支持の商工団体を抱える日本商工会議所の稲葉興作会頭は「課題を片付けるために、一年ぐらい先がメド」と一線を画した。	1=>M:想外,2=>Q:想外,0=>その他
